company,device,price,year,announced,dim_length,dim_breadth,dim_thickness,weight,display_tech,display_size,px_row,px_col,aspect_row,aspect_col,camera,video,cam_px,selfie,sel_px,sim_no,os,os_type,card_slot,chipset,cpu,gpu,ram,LTE,gps,radio,nfc,wlan,audio_jack,battery_mah,bt_v
Samsung,Galaxy Mega 5.8 I9150,280,2013,"2013, April",162.6,82.4,9,182,"TFT capacitive touchscreen, 16M colors",5.8,540,960,16,9,"8 MP, f/2.7, autofocus, LED flash, check quality","1080p@30fps, check quality",8,1.9 MP,1.9,2,Android 4.2.2 (Jelly Bean),Android,microSD,NA,Dual-core 1.4 GHz,NA,5,No,Yes,No,No,Yes,Yes,2600,4
Samsung,Galaxy Trend II Duos S7572,170,2013,"2013, April",121.5,63.1,11.1,128.5,"TFT capacitive touchscreen, 16M colors",4,480,800,5,3,3.15 MP,Yes,3.15,No,NA,2,Android 4.1 (Jelly Bean),Android,microSD,NA,Dual-core 1.2 GHz,NA,NA,No,Yes,No,No,Yes,Yes,1500,3
Samsung,Galaxy Win I8550,170,2013,"2013, April",133.3,70.7,9.7,143.9,TFT capacitive touchscreen,4.7,480,800,5,3,"5 MP, autofocus, LED flash",480p@30fps,5,VGA,0.3,2,Android 4.1.2 (Jelly Bean),Android,microSD,Qualcomm MSM8625Q Snapdragon 200,Quad-core 1.2 GHz Cortex-A5,Adreno 203,1,No,Yes,Yes,No,Yes,Yes,2000,3
Samsung,Galaxy Pocket Neo S5310,90,2013,"2013, April",105,57.8,11.8,100.5,"TFT capacitive touchscreen, 256K colors",3,240,320,4,3,2 MP,320p@15fps,2,No,NA,2,Android 4.1.2 (Jelly Bean),Android,microSD,NA,850 MHz,NA,0.5,No,Yes,Yes,No,Yes,Yes,1200,4
Samsung,Galaxy Star S5280,70,2013,"2013, April",105,58,11.9,100.5,"TFT capacitive touchscreen, 65K colors",3,240,320,4,3,2 MP,320p@15fps,2,No,NA,2,Android 4.1.2 (Jelly Bean),Android,microSD,NA,1.0 GHz Cortex-A5,Mali-300,0.5,No,No,Yes,No,Yes,Yes,1200,4
Samsung,I9505 Galaxy S4,330,2013,"2013, March",136.6,69.8,7.9,130,"Super AMOLED capacitive touchscreen, 16M colors",5,1080,1920,16,9,"13 MP (f/2.2, 31mm, 1/3"", 1.14 Âµm), autofocus, LED flash, check quality","1080p@30fps, dual-video rec., check quality",13,"2 MP (f/2.4, 31mm), 1080p@30fps, dual video call",2,1,"Android 4.2.2 (Jelly Bean), upgradable to 4.4.2 (KitKat), planned upgrade to 5.0 (Lollipop)",Android,microSD,Qualcomm APQ8064T Snapdragon 600,Quad-core 1.9 GHz Krait 300,Adreno 320,2,Yes,Yes,No,Yes,Yes,Yes,2600,4
Samsung,I9500 Galaxy S4,320,2013,"2013, March",136.6,69.8,7.9,130,"Super AMOLED capacitive touchscreen, 16M colors",5,1080,1920,16,9,"13 MP (f/2.2, 31mm, 1/3"", 1.14 Âµm), autofocus, LED flash, check quality","1080p@30fps, dual-video rec., check quality",13,"2 MP (f/2.4, 31mm), 1080p@30fps, dual video call",2,1,"Android 4.2.2 (Jelly Bean), upgradable to 5.0.1 (Lollipop)",Android,microSD,Exynos 5410 Octa,Octa-core (4x1.6 GHz Cortex-A15 & 4x1.2 GHz Cortex-A7),PowerVR SGX544MP3,2,No,Yes,No,Yes,Yes,Yes,2600,4
Samsung,I9502 Galaxy S4,460,2013,"2013, March",136.6,69.8,7.9,132,"Super AMOLED capacitive touchscreen, 16M colors",5,1080,1920,16,9,"13 MP (f/2.2, 31mm, 1/3"", 1.14 Âµm), autofocus, LED flash","1080p@30fps, dual-video rec.",13,"2 MP (f/2.4, 31mm), 1080p@30fps, dual video call",2,2,Android 4.2.2 (Jelly Bean),Android,microSD,Exynos 5410 Octa,Octa-core (4x1.6 GHz Cortex-A15 & 4x1.2 GHz Cortex-A7),PowerVR SGX544MP3,2,No,Yes,No,Yes,Yes,Yes,2600,4
Samsung,Galaxy S4 CDMA,440,2013,"2013, May",136.7,69.6,7.9,130.1,"Super AMOLED capacitive touchscreen, 16M colors",5,1080,1920,16,9,"13 MP (f/2.2, 31mm, 1/3"", 1.14 Âµm), autofocus, LED flash","1080p@30fps, dual-video rec.",13,"2 MP (f/2.4, 31mm), 1080p@30fps, dual video call",2,1,"Android 4.2.2 (Jelly Bean), upgradable to 5.0.1 (Lollipop)",Android,microSD,Qualcomm APQ8064T Snapdragon 600,Quad-core 1.9 GHz Krait 300,Adreno 320,2,Yes,Yes,No,Yes,Yes,Yes,2600,4
Samsung,Galaxy Y Plus S5303,120,2013,"2013, March",104.9,57.9,13,96,"TFT capacitive touchscreen, 256K colors",2.8,240,320,4,3,2 MP,Yes,2,No,NA,2,Android 4.0 (Ice Cream Sandwich),Android,microSD,NA,850 MHz Cortex-A9,NA,NA,No,Yes,Yes,No,Yes,Yes,1200,4
Samsung,Rex 90 S5292,80,2013,"2013, February",113,61.9,11.9,NA,"TFT capacitive touchscreen, 256K colors",3.5,320,480,3,2,3.15 MP,Yes,3.15,No,NA,2,NA,NA,microSD,NA,NA,NA,NA,No,No,Yes,No,Yes,Yes,1000,3
Samsung,Rex 80 S5222R,70,2013,"2013, February",102,58,11.5,NA,"TFT touchscreen, 256K colors",3,240,320,4,3,3.15 MP,Yes,3.15,No,NA,2,NA,NA,microSD,NA,NA,NA,NA,No,No,Yes,No,Yes,Yes,1000,3
Samsung,Rex 70 S3802,60,2013,"2013, February",104.9,57.2,12,89.2,"TFT touchscreen, 65K colors",3,240,320,4,3,2 MP,Yes,2,No,NA,2,NA,NA,microSD,NA,NA,NA,NA,No,No,Yes,No,Yes,Yes,1000,3
Samsung,Rex 60 C3312R,50,2013,"2013, February",101.8,55,12.2,NA,"TFT touchscreen, 65K colors",2.8,240,320,4,3,1.3 MP,Yes,1.3,No,NA,2,NA,NA,microSD,NA,NA,NA,NA,No,No,Yes,No,No,Yes,1000,3
Samsung,Galaxy Young S6310,90,2013,"2013, February",109.4,58.6,12.5,112,"TFT capacitive touchscreen, 256K colors",3.27,320,480,3,2,"3.15 MP, f/2.6, check quality",480p@24fps,3.15,No,NA,2,Android 4.1.2 (Jelly Bean),Android,microSD,Qualcomm MSM7227A Snapdragon S1,1.0 GHz Cortex-A5,Adreno 200,0.75,No,Yes,Yes,No,Yes,Yes,1300,3
Samsung,Galaxy Fame S6810,120,2013,"2013, February",113.2,61.6,11.6,120.6,"TFT capacitive touchscreen, 256K colors",3.5,320,480,3,2,"5 MP, f/2.7, autofocus, LED flash, check quality",480p@25fps,5,VGA,0.3,2,Android 4.1.2 (Jelly Bean),Android,microSD,NA,1.0 GHz Cortex-A9,Broadcom VideoCore IV,0.5,No,Yes,Yes,Yes,Yes,Yes,1300,4
Samsung,Galaxy Express I8730,180,2013,"2013, January",132.2,69.1,9.3,139.1,"Super AMOLED Plus capacitive touchscreen, 16M colors",4.5,480,800,5,3,"5 MP, autofocus, LED flash, check quality","720p@30fps, stereo sound rec., check quality",5,"1.3 MP, 720p@30fps",1.3,1,Android 4.1.2 (Jelly Bean),Android,microSD,Qualcomm MSM8930 Snapdragon 400,Dual-core 1.2 GHz Krait,Adreno 305,1,Yes,Yes,Yes,Yes,Yes,Yes,2000,4
Samsung,S7710 Galaxy Xcover 2,190,2013,"2013, January",130.5,67.7,12,148.5,"TFT capacitive touchscreen, 16M colors",4,480,800,5,3,"5 MP, autofocus, LED flash, check quality","720p@30fps, check quality",5,VGA,0.3,1,Android 4.1.2 (Jelly Bean),Android,microSD,NA,Dual-core 1.0 GHz Cortex-A9,Mali-400,1,No,Yes,Yes,No,Yes,Yes,1700,4
Samsung,I9105 Galaxy S II Plus,210,2013,"2013, January",125.3,66.1,8.5,121,"Super AMOLED Plus capacitive touchscreen, 16M colors",4.3,480,800,5,3,"8 MP (f/2.6, 1/3.2""), autofocus, LED flash, check quality","1080p@30fps, check quality",8,2 MP,2,1,"Android 4.1.2 (Jelly Bean), upgradable to 4.2.2 (Jelly Bean)",Android,microSD,Broadcom BC28155,Dual-core 1.2 GHz,Broadcom VideoCore IV,1,No,Yes,Yes,Yes,Yes,Yes,1650,3
Samsung,Ativ Odyssey I930,200,2013,"2013, January",122.4,63.8,10.9,125,"Super AMOLED capacitive touchscreen, 16M colors",4,480,800,5,3,"5 MP, autofocus, LED flash",1080p@30fps,5,"1.2 MP, 720p@30fps",1.2,1,Microsoft Windows Phone 8,Microsoft,microSD,Qualcomm MSM8960 Snapdragon S4 Plus,Dual-core 1.5 GHz Krait,Adreno 225,1,Yes,Yes,No,Yes,Yes,Yes,2100,3.1
Samsung,Galaxy Grand I9082,180,2012,"2012, December",143.5,76.9,9.6,162,"TFT capacitive touchscreen, 16M colors",5,480,800,5,3,"8 MP, f/2.7 autofocus, LED flash, check quality","1080p@30fps, stereo sound rec., check quality",8,2 MP,2,2,"Android 4.1.2 (Jelly Bean), upgradable to 4.2.2 (Jelly Bean)",Android,microSD,NA,Dual-core 1.2 GHz Cortex-A9,Broadcom VideoCore IV,1,No,Yes,Yes,No,Yes,Yes,2100,4
Samsung,Galaxy Grand I9080,210,2012,"2012, December",143.5,76.9,9.6,162,"TFT capacitive touchscreen, 16M colors",5,480,800,5,3,"8 MP, autofocus, LED flash","1080p@30fps, stereo sound rec.",8,2 MP,2,1,"Android 4.1.2 (Jelly Bean), upgradable to 4.2.2 (Jelly Bean)",Android,microSD,NA,Dual-core 1.2 GHz Cortex-A9,Broadcom VideoCore IV,1,No,Yes,Yes,No,Yes,Yes,2100,4
Samsung,Star Deluxe Duos S5292,110,2012,"2012, December",113,61.9,11.8,109,"TFT touchscreen, 256K colors",3.5,320,480,3,2,3.15 MP,Yes,3.15,No,NA,2,NA,NA,microSD,NA,312 MHz,NA,NA,No,No,No,No,Yes,Yes,1000,3
Samsung,A997 Rugby III,90,2012,"2012, November",104.1,53.3,20.3,133,"TFT, 256K colors",2.4,240,320,4,3,3.15 MP,Yes,3.15,No,NA,1,NA,NA,microSD,NA,468 MHz,NA,0.125,No,Yes,No,No,No,Yes,1300,2.1
Samsung,Galaxy Axiom R830,150,2012,"2012, November",121.7,63.8,11.9,136.1,"TFT capacitive touchscreen, 16M colors",4,480,800,5,3,"5 MP, autofocus, LED flash",720p,5,1.3 MP,1.3,1,Android 4.0.4 (Ice Cream Sandwich),Android,microSD,NA,Dual-core 1.2 GHz Krait,NA,1,Yes,Yes,No,Yes,Yes,Yes,2100,4
Samsung,Galaxy Stratosphere II I415,170,2012,"2012, November",126.2,65.5,13.5,154,"Super AMOLED capacitive touchscreen, 16M colors",4,480,800,5,3,"5 MP, autofocus, LED flash",720p@30fps,5,"1.3 MP, VGA@30fps",0.3,1,Android 4.0.4 (Ice Cream Sandwich),Android,microSD,Qualcomm MSM8960 Snapdragon S4 Plus,Dual-core 1.2 GHz Krait,Adreno 225,1,Yes,Yes,No,Yes,Yes,Yes,1800,4
Samsung,Galaxy Discover S730M,80,2012,"2012, November",112.8,61.5,11.5,122,"TFT capacitive touchscreen, 256K colors",3.5,320,480,3,2,"3.15 MP, LED flash",Yes,3.15,No,NA,1,Android 4.0.4 (Ice Cream Sandwich),Android,microSD,Qualcomm MSM7225A Snapdragon S1,800 MHz Cortex-A5,Adreno 200,0.5,No,Yes,No,No,Yes,Yes,1300,NA
Samsung,Galaxy Pop SHV-E220,110,2013,"2013, January",134.2,68.1,9.1,134,"Super AMOLED capacitive touchscreen, 16M colors",4.65,720,1280,16,9,"8 MP, autofocus, LED flash",1080p@30fps,8,1.9 MP,1.9,1,Android 4.1.2 (Jelly Bean),Android,microSD,Exynos 4412 Quad,Quad-core 1.4 GHz Cortex-A9,Mali-400MP4,1,Yes,Yes,Yes,Yes,Yes,Yes,2100,4
Samsung,Galaxy Premier I9260,260,2012,"2012, November",134.2,68,9,130,"Super AMOLED capacitive touchscreen, 16M colors",4.65,720,1280,16,9,"8 MP, autofocus, LED flash, check quality","1080p@30fps, check quality",8,1.9 MP,1.9,1,Android 4.1 (Jelly Bean),Android,microSD,TI OMAP 4470,Dual-core 1.5 GHz,PowerVR SGX544,1,Yes,Yes,Yes,Yes,Yes,Yes,2100,4
Samsung,Comment 2 R390C,60,2012,"2012, October",110,61,10.9,95,"TFT, 256K colors",2.4,320,240,4,3,2 MP,176x144,2,No,NA,1,NA,NA,microSD,NA,NA,NA,NA,No,No,No,No,No,Yes,1000,2.1
Samsung,I8190 Galaxy S III mini,130,2012,"2012, October",121.6,63,9.9,111.5,"Super AMOLED capacitive touchscreen, 16M colors",4,480,800,5,3,"5 MP, f/2.6, autofocus, LED flash, check quality","720p@30fps, check quality",5,VGA,0.3,1,Android 4.1 (Jelly Bean),Android,microSD,NovaThor U8420,1.0 GHz dual-core Cortex-A9,Mali-400,1,No,Yes,Yes,Yes,Yes,Yes,1500,4
Samsung,Galaxy Music S6010,100,2012,"2012, October",110.1,59,12.3,106.9,"TFT capacitive touchscreen, 256K colors",3,240,320,4,3,3.15 MP,Yes,3.15,No,NA,1,"Android 4.0.4 (Ice Cream Sandwich), upgradable to 4.1.2 (Jelly Bean)",Android,microSD,NA,850 MHz Cortex-A9,NA,0.5,No,Yes,Yes,No,Yes,Yes,1300,3
Samsung,Galaxy Music Duos S6012,100,2012,"2012, October",110.1,59,12.3,106.9,"TFT capacitive touchscreen, 256K colors",3,240,320,4,3,3.15 MP,Yes,3.15,No,NA,2,"Android 4.0.4 (Ice Cream Sandwich), planned upgrade to 4.1 (Jelly Bean)",Android,microSD,NA,850 MHz Cortex-A9,NA,0.5,No,Yes,Yes,No,Yes,Yes,1300,3
Samsung,Galaxy Rugby Pro I547,150,2012,"2012, October",128,67,12.7,159,"Super AMOLED capacitive touchscreen, 16M colors",4,480,800,5,3,"5 MP, autofocus, LED flash",1080p@30fps,5,1.3 MP,1.3,1,Android 4.0.4 (Ice Cream Sandwich),Android,microSD,Qualcomm MSM8960 Snapdragon S4 Plus,Dual-core 1.5 GHz Krait,Adreno 305,1,Yes,Yes,No,Yes,Yes,Yes,1850,4
Samsung,Galaxy Express I437,160,2012,"2012, October",132.6,69.3,9.1,136,"Super AMOLED Plus capacitive touchscreen, 16M colors",4.5,480,800,5,3,"5 MP, autofocus, LED flash",720p@30fps,5,"1.3 MP, 720p@30fps",1.3,1,"Android 4.0 (Ice Cream Sandwich), upgradable to 4.1 (Jelly Bean)",Android,microSD,Qualcomm MSM8960 Snapdragon S4 Plus,Dual-core 1.5 GHz Krait,Adreno 225,1,Yes,Yes,No,Yes,Yes,Yes,2000,4
Samsung,Ch@t 357,70,2012,"2012, Q3",111.9,60.4,11.5,95.5,"TFT, 256K colors",2.4,320,240,4,3,2 MP,320p@15fps,2,No,NA,2,NA,NA,microSD,NA,208 MHz,NA,NA,No,No,Yes,No,Yes,Yes,1000,3
Samsung,I9305 Galaxy S III,320,2012,"2012, September",136.6,70.6,8.6,131,"Super AMOLED capacitive touchscreen, 16M colors",4.8,720,1280,16,9,"8 MP (f/2.6, 1/3""), autofocus, LED flash",1080p@30fps,8,"1.9 MP, f/2.6, 720p@30fps",1.9,1,"Android 4.1.1 (Jelly Bean), 4.3 (Jelly Bean), upgradable to 4.4.4 (KitKat)",Android,microSD,Exynos 4412 Quad,Quad-core 1.4 GHz Cortex-A9,Mali-400MP4,2,Yes,Yes,No,Yes,Yes,Yes,2100,4
Samsung,Galaxy Victory 4G LTE L300,150,2012,"2012, September",121.9,63.5,12.7,139,"TFT capacitive touchscreen, 16M colors",4,480,800,5,3,"5 MP, autofocus, LED flash",720p,5,1.3 MP,1.3,1,"Android 4.0.4 (Ice Cream Sandwich), upgradable to 4.1 (Jelly Bean)",Android,microSD,Qualcomm MSM8960 Snapdragon S4 Plus,Dual-core 1.2 GHz Krait,Adreno 225,1,Yes,Yes,No,Yes,Yes,Yes,2100,4
Samsung,Galaxy S Relay 4G T699,150,2012,"2012, September",126,66,13.5,147,"Super AMOLED capacitive touchscreen, 16M colors",4,480,800,5,3,"5 MP, autofocus, LED flash",720p@30fps,5,1.3MP,1.3,1,Android 4.0 (Ice Cream Sandwich),Android,microSD,Qualcomm MSM8960 Snapdragon S4 Plus,Dual-core 1.5 GHz Krait,Adreno 225,1,No,Yes,No,Yes,Yes,Yes,1800,3
Samsung,Champ Neo Duos C3262,40,2012,"2012, September",96.9,54.3,13.5,82,"TFT touchscreen, 256K colors",2.4,240,320,4,3,VGA,Yes,0.3,No,NA,2,NA,NA,microSD,NA,NA,NA,NA,No,No,No,No,No,Yes,1000,3
Samsung,Galaxy Pocket Duos S5302,90,2012,"2012, August",103.9,57.9,13,103,"TFT capacitive touchscreen, 256K colors",2.8,240,320,4,3,2 MP,320p@15fps,2,No,NA,2,Android 2.3 (Gingerbread),Android,microSD,NA,832 MHz ARM 11,NA,NA,No,Yes,Yes,No,Yes,Yes,1200,3
Samsung,Galaxy Note II N7100,300,2012,"2012, August",151.1,80.5,9.4,183,"Super AMOLED capacitive touchscreen, 16M colors",5.5,720,1280,16,9,"8 MP, f/2.6, autofocus, LED flash, check quality","1080p@30fps, check quality",8,1.9 MP,1.9,1,"Android 4.1.1 (Jelly Bean), upgradable to 4.4.2 (KitKat)",Android,microSD,Exynos 4412 Quad,Quad-core 1.6 GHz Cortex-A9,Mali-400MP4,2,Yes,Yes,Yes,Yes,Yes,Yes,3100,4
Samsung,Galaxy Note II CDMA,350,2012,"2012, Q3",151.1,80.5,9.4,179.4,"Super AMOLED capacitive touchscreen, 16M colors",5.5,720,1280,16,9,"8 MP, autofocus, LED flash",1080p@30fps,8,1.9 MP,1.9,1,"Android 4.1 (Jelly Bean), upgradable to 4.4.2 (KitKat)",Android,microSD,Exynos 4412 Quad,Quad-core 1.6 GHz Cortex-A9,Mali-400MP4,2,Yes,Yes,Yes,Yes,Yes,Yes,3100,4
Samsung,Ativ S I8750,220,2012,"2012, August",137.2,70.5,8.7,135,"Super AMOLED capacitive touchscreen, 16M colors",4.8,720,1280,16,9,"8 MP, autofocus, LED flash, check quality","1080p@30fps, check quality",8,1.9 MP,1.9,1,"Microsoft Windows Phone 8, upgradeable to 8.1.1",Microsoft,microSD,Qualcomm MSM8960 Snapdragon S4 Plus,Dual-core 1.5 GHz Krait,Adreno 225,1,No,Yes,No,Yes,Yes,Yes,2300,3
Samsung,Galaxy Camera GC100,250,2012,"2012, August",128.7,70.8,19.1,300,"Super Clear LCD capacitive touchscreen, 16M colors",4.8,720,1280,16,9,"16.3 MP, autofocus, 21x optical zoom, OIS, pop-up Xenon flash, AF light, check quality","1080p@30fps, 512p@120fps, check quality",16.3,No,NA,1,"Android 4.1 (Jelly Bean), upgradable to 4.1.2 (Jelly Bean)",Android,microSD,Exynos 4412 Quad,Quad-core 1.4 GHz Cortex-A9,Mali-400MP4,1,Yes,Yes,No,No,Yes,Yes,1650,4
Samsung,Galaxy Rush M830,100,2012,"2012, August",122.9,59.9,11.9,119.1,TFT capacitive touchscreen,3.5,320,480,3,2,"3.15 MP, autofocus",Yes,3.15,1.3 MP,1.3,1,Android 4.0.4 (Ice Cream Sandwich),Android,microSD,Qualcomm MSM8655 Snapdragon S2,1.0 GHz Scorpion,Adreno 205,0.75,No,Yes,No,No,Yes,Yes,1750,4
Samsung,Galaxy Stellar 4G I200,150,2012,"2012, August",122,64,12,134,"TFT capacitive touchscreen, 16M colors",4,480,800,5,3,"3.15 MP, autofocus",480p@30fps,3.15,1.3 MP,1.3,1,Android 4.0.4 (Ice Cream Sandwich),Android,microSD,Qualcomm MSM8960 Snapdragon S4 Plus,Dual-core 1.2 GHz Krait,Adreno 225,1,Yes,Yes,No,No,Yes,Yes,2100,4
Samsung,Galaxy Reverb M950,150,2011,"2011, August",122,64,11.3,129,"Capacitive touchscreen, 16M colors",4,480,800,5,3,"5 MP, autofocus, LED flash",480p,5,1.3 MP,1.3,1,Android 4.0.4 (Ice Cream Sandwich),Android,microSD,Qualcomm MSM8655 Snapdragon S2,1.4 GHz Scorpion,Adreno 205,0.75,No,Yes,No,No,Yes,Yes,1700,4
Samsung,Array M390,90,2012,"2012, August",112,54,15,117,TFT,2.4,240,320,4,3,2 MP,Yes,2,No,NA,1,NA,NA,microSD,Qualcomm QSC 6155,480 MHz,NA,0.125,No,No,No,No,No,Yes,1000,3
Samsung,Galaxy S Lightray 4G R940,100,2012,"2012, August",130,68,11.7,142,"Super AMOLED Plus capacitive touchscreen, 16M colors",4.3,480,800,5,3,"8 MP, autofocus, LED flash",720p,8,1.3 MP,1.3,1,Android 2.3 (Gingerbread),Android,microSD,Exynos 3210,1.0 GHz,NA,NA,Yes,Yes,No,No,Yes,Yes,1600,3
Samsung,Galaxy S Duos S7562,110,2012,"2012, July",121.5,63.1,10.5,120,"TFT capacitive touchscreen, 16M colors",4,480,800,5,3,"5 MP, f/2.6, autofocus, LED flash, check quality",480p@30fps,5,VGA,0.3,2,Android 4.0 (Ice Cream Sandwich),Android,microSD,Qualcomm MSM7227A Snapdragon S1,1.0 GHz Cortex-A5,Adreno 200,0.75,No,Yes,Yes,No,Yes,Yes,1500,3
Samsung,E2262,50,2012,"2012, August",109.2,63.5,12.7,91.5,"TFT, 256K colors",2.2,320,240,4,3,VGA,320p@15fps,0.3,No,NA,2,NA,NA,microSD,NA,256 MHz,NA,NA,No,No,Yes,No,No,Yes,1000,3
Samsung,Galaxy Chat B5330,100,2012,"2012, July",118.9,59.3,11.7,112,"TFT capacitive touchscreen, 256K colors",3,240,320,4,3,2 MP,480p@25fps,2,No,NA,1,"Android 4.0 (Ice Cream Sandwich), upgradable to 4.1.2 (Jelly Bean)",Android,microSD,NA,850 MHz,NA,NA,No,Yes,Yes,No,Yes,Yes,1200,3
Samsung,U485 Intensity III,80,2012,"2012, July",112,54,14.5,115,"TFT, 256K colors",2.4,240,320,4,3,2 MP,Yes,2,No,NA,1,NA,NA,microSD,NA,NA,NA,0.125,No,Yes,No,No,No,Yes,1000,3
Samsung,Galaxy I8250,150,2012,"2012, June",122.5,63,10.5,125,"TFT capacitive touchscreen, 16M colors",4,480,800,5,3,"8 MP, autofocus",Yes,8,VGA,0.3,1,Android 2.3 (Gingerbread),Android,microSD,NA,1.0 GHz,NA,0.5,No,Yes,No,Yes,Yes,Yes,1650,3
Samsung,Galaxy Ace Advance S6800,110,2012,"2012, May",112.7,61.5,11.5,122,"TFT capacitive touchscreen, 256K colors",3.5,320,480,3,2,"5 MP, autofocus",480p@30fps,5,No,NA,1,Android 2.3 (Gingerbread),Android,microSD,NA,832 MHz,NA,0.5,No,Yes,Yes,No,Yes,Yes,1300,3
Samsung,Galaxy Ace Duos S6802,120,2012,"2012, May",112.7,61.5,11.5,122,"TFT capacitive touchscreen, 256K colors",3.5,320,480,3,2,"5 MP, autofocus, check quality",480p@30fps,5,No,NA,2,Android 2.3 (Gingerbread),Android,microSD,NA,832 MHz,NA,0.5,No,Yes,Yes,No,Yes,Yes,1300,3
Samsung,Galaxy Appeal I827,120,2012,"2012, May",112,57.7,14.2,114.2,Capacitive touchscreen,3.2,320,480,3,2,3.15 MP,Yes,3.15,No,NA,1,Android 2.3 (Gingerbread),Android,microSD,Qualcomm MSM7225A Snapdragon S1,800 MHz Cortex-A5,Adreno 200,0.5,No,Yes,No,No,Yes,Yes,1300,NA
Samsung,C3780,70,2012,"2012, May",117.7,49,12.3,82,"TFT, 256K colors",2.4,240,320,4,3,3.15 MP,Yes,3.15,No,NA,1,NA,NA,microSD,NA,250 MHz,NA,NA,No,No,Yes,No,No,Yes,1000,2.1
Samsung,C3782 Evan,60,2012,"2012, May",117.7,49,12.3,82,"TFT, 256K colors",2.4,240,320,4,3,3.15 MP,Yes,3.15,No,NA,2,NA,NA,microSD,NA,250 MHz,NA,NA,No,No,Yes,No,No,Yes,1000,2.1
Samsung,Galaxy Proclaim S720C,80,2012,"2012, May",114.3,59.7,11.4,114.9,"TFT touchscreen, 16M colors",3.5,320,480,3,2,3.15 MP,Yes,3.15,No,NA,1,Android 2.3 (Gingerbread),Android,microSD,NA,1.0 GHz,NA,NA,No,Yes,No,No,Yes,Yes,1500,NA
Samsung,Omnia M S7530,100,2012,"2012, May",121.6,64.1,10.5,119,"Super AMOLED capacitive touchscreen, 16M colors",4,480,800,5,3,"5 MP, autofocus, LED flash",w480p@30fps,5,VGA,0.3,1,Microsoft Windows Phone 7.5 Mango,Microsoft,No,NA,1.0 GHz,NA,0.375,No,Yes,Yes,No,Yes,Yes,1500,2.1
Samsung,I9500 Fraser,NA,2012,"2012, May",153.9,76.4,14.8,NA,"Super AMOLED Plus capacitive touchscreen, 16M colors",4.65,720,1280,16,9,"8 MP, autofocus, LED flash",Yes,8,2 MP,2,1,Tizen 1.0 OS,Tizen,microSD,Exynos C210,Dual-core 1.2 GHz Cortex-A9,NA,1,No,Yes,No,Yes,Yes,Yes,1750,4
Samsung,Focus 2 I667,110,2012,"2012, May",121.7,62.7,11,122,"Super AMOLED capacitive touchscreen, 16M colors",4,480,800,5,3,"5 MP, autofocus, LED flash",720p@30fps,5,VGA,0.3,1,Microsoft Windows Phone 7.5 Mango,Microsoft,No,Qualcomm MSM8255T Snapdragon S2,1.4 GHz Scorpion,Adreno 205,NA,Yes,Yes,Yes,No,Yes,Yes,1750,2.1
Samsung,Galaxy S III T999,310,2012,"2012, June",136.6,70.6,8.6,133,"Super AMOLED capacitive touchscreen, 16M colors",4.8,720,1280,16,9,"8 MP (f/2.6, 1/3""), autofocus, LED flash",1080p@30fps,8,"1.9 MP, f/2.6, 720p@30fps",1.9,1,"Android 4.0 (Ice Cream Sandwich), upgradable to 4.1.1 (Jelly Bean)",Android,microSD,Qualcomm MSM8960 Snapdragon S4 Plus,Dual-core 1.5 GHz Krait,Adreno 225,2,Yes,Yes,No,Yes,Yes,Yes,2100,4
Samsung,Galaxy S III I747,300,2012,"2012, June",136.6,70.6,8.6,134,"Super AMOLED capacitive touchscreen, 16M colors",4.8,720,1280,16,9,"8 MP (f/2.6, 1/3""), autofocus, LED flash",1080p@30fps,8,"1.9 MP, f/2.6, 720p@30fps",1.9,1,"Android 4.0 (Ice Cream Sandwich), upgradable to 4.1.1 (Jelly Bean)",Android,microSD,Qualcomm MSM8960 Snapdragon S4 Plus,Dual-core 1.5 GHz Krait,Adreno 225,2,Yes,Yes,No,Yes,Yes,Yes,2100,4
Samsung,Galaxy S III CDMA,280,2012,"2012, June",137.2,71.1,7.6,133.2,"Super AMOLED capacitive touchscreen, 16M colors",4.8,720,1280,16,9,"8 MP (f/2.6, 1/3""), autofocus, LED flash",1080p@30fps,8,"1.9 MP, f/2.6, 720p@30fps",1.9,1,"Android 4.1 (Jelly Bean), upgradÐ°ble to 4.3 (Jelly Bean)",Android,microSD,Qualcomm MSM8960 Snapdragon S4 Plus,Dual-core 1.5 GHz Krait,Adreno 225,2,Yes,Yes,No,Yes,Yes,Yes,2100,4
Samsung,I9300 Galaxy S III,190,2012,"2012, May",136.6,70.6,8.6,133,"Super AMOLED capacitive touchscreen, 16M colors",4.8,720,1280,16,9,"8 MP (f/2.6, 1/3""), autofocus, LED flash, check quality","1080p@30fps, check quality",8,"1.9 MP, f/2.6, 720p@30fps",1.9,1,"Android 4.0.4 (Ice Cream Sandwich), 4.3 (Jelly Bean)",Android,microSD,Exynos 4412 Quad,Quad-core 1.4 GHz Cortex-A9,Mali-400MP4,1,No,Yes,Yes,Yes,Yes,Yes,2100,4
Samsung,U380 Brightside,100,2012,"2012, February",111,60,14,122,"TFT touchscreen, 256K colors",3.1,240,320,4,3,3.15 MP,Yes,3.15,No,NA,1,NA,NA,microSD,NA,NA,NA,0.125,No,Yes,No,No,No,Yes,1000,2.1
